city,year,weekofyear,total_cases
iq,2011,16,7
iq,2011,17,7
iq,2011,18,6
iq,2011,19,7
iq,2011,20,7
iq,2011,21,7
iq,2011,22,7
iq,2011,23,7
iq,2011,24,7
iq,2011,25,7
iq,2011,26,7
iq,2011,27,7
iq,2011,28,7
iq,2011,29,7
iq,2011,30,7
iq,2011,31,7
iq,2011,32,7
iq,2011,33,8
iq,2011,34,6
iq,2011,35,7
iq,2011,36,8
iq,2011,37,7
iq,2011,38,7
iq,2011,39,7
iq,2011,40,7
iq,2011,41,7
iq,2011,42,7
iq,2011,43,7
iq,2011,44,7
iq,2011,45,7
iq,2011,46,7
iq,2011,47,6
iq,2011,48,7
iq,2011,49,7
iq,2011,50,7
iq,2011,51,7
iq,2012,52,7
iq,2012,1,7
iq,2012,2,7
iq,2012,3,7
iq,2012,4,7
iq,2012,5,7
iq,2012,6,7
iq,2012,7,7
iq,2012,8,7
iq,2012,9,7
iq,2012,10,7
iq,2012,11,7
iq,2012,12,7
iq,2012,13,7
iq,2012,14,7
iq,2012,15,7
iq,2012,16,7
iq,2012,17,7
iq,2012,18,7
iq,2012,19,7
iq,2012,20,7
iq,2012,21,7
iq,2012,22,8
iq,2012,23,7
iq,2012,24,6
iq,2012,25,7
iq,2012,26,7
iq,2012,27,7
iq,2012,28,7
iq,2012,29,6
iq,2012,30,7
iq,2012,31,7
iq,2012,32,7
iq,2012,33,7
iq,2012,34,6
iq,2012,35,7
iq,2012,36,7
iq,2012,37,7
iq,2012,38,7
iq,2012,39,7
iq,2012,40,7
iq,2012,41,7
iq,2012,42,7
iq,2012,43,7
iq,2012,44,7
iq,2012,45,7
iq,2012,46,7
iq,2012,47,6
iq,2012,48,7
iq,2012,49,7
iq,2012,50,6
iq,2012,51,7
iq,2013,1,7
iq,2013,2,7
iq,2013,3,7
iq,2013,4,7
iq,2013,5,7
iq,2013,6,7
iq,2013,7,7
iq,2013,8,7
iq,2013,9,7
iq,2013,10,7
iq,2013,11,7
iq,2013,12,7
iq,2013,13,7
iq,2013,14,7
iq,2013,15,7
iq,2013,16,7
iq,2013,17,7
iq,2013,18,7
iq,2013,19,7
iq,2013,20,7
iq,2013,21,7
iq,2013,22,7
iq,2013,23,7
iq,2013,24,7
iq,2013,25,8
iq,2013,26,8
