"city","year","weekofyear","total_cases"
"sj",2011,25,38
"sj",2011,26,32
"sj",2011,27,32
"sj",2011,28,30
"sj",2011,29,26
"sj",2011,30,33
"sj",2011,31,28
"sj",2011,32,41
"sj",2011,33,33
"sj",2011,34,39
"sj",2011,35,38
"sj",2011,36,26
"sj",2011,37,34
"sj",2011,38,32
"sj",2011,39,32
"sj",2011,40,35
"sj",2011,41,25
"sj",2011,42,23
"sj",2011,43,16
"sj",2011,44,29
"sj",2011,45,23
"sj",2011,46,22
"sj",2011,47,17
"sj",2011,48,16
"sj",2011,49,9
"sj",2011,50,14
"sj",2011,51,4
"sj",2012,52,3
"sj",2012,1,5
"sj",2012,2,4
"sj",2012,3,0
"sj",2012,4,1
"sj",2012,5,0
"sj",2012,6,2
"sj",2012,7,1
"sj",2012,8,2
"sj",2012,9,0
"sj",2012,10,0
"sj",2012,11,0
"sj",2012,12,0
"sj",2012,13,3
"sj",2012,14,5
"sj",2012,15,5
"sj",2012,16,5
"sj",2012,17,12
"sj",2012,18,10
"sj",2012,19,10
"sj",2012,20,21
"sj",2012,21,17
"sj",2012,22,7
"sj",2012,23,18
"sj",2012,24,13
"sj",2012,25,15
"sj",2012,26,18
"sj",2012,27,17
"sj",2012,28,23
"sj",2012,29,24
"sj",2012,30,26
"sj",2012,31,20
"sj",2012,32,26
"sj",2012,33,34
"sj",2012,34,25
"sj",2012,35,26
"sj",2012,36,16
"sj",2012,37,15
"sj",2012,38,16
"sj",2012,39,25
"sj",2012,40,27
"sj",2012,41,20
"sj",2012,42,39
"sj",2012,43,31
"sj",2012,44,33
"sj",2012,45,20
"sj",2012,46,20
"sj",2012,47,24
"sj",2012,48,14
"sj",2012,49,10
"sj",2012,50,5
"sj",2012,51,5
"sj",2013,1,6
"sj",2013,2,1
"sj",2013,3,2
"sj",2013,4,0
"sj",2013,5,0
"sj",2013,6,4
"sj",2013,7,3
"sj",2013,8,0
"sj",2013,9,0
"sj",2013,10,4
"sj",2013,11,7
"sj",2013,12,8
"sj",2013,13,6
"sj",2013,14,2
"sj",2013,15,4
"sj",2013,16,2
"sj",2013,17,5
"iq",2010,26,7
"iq",2010,27,5
"iq",2010,28,8
"iq",2010,29,0
"iq",2010,30,1
"iq",2010,31,5
"iq",2010,32,4
"iq",2010,33,6
"iq",2010,34,5
"iq",2010,35,7
"iq",2010,36,6
"iq",2010,37,6
"iq",2010,38,6
"iq",2010,39,5
"iq",2010,40,5
"iq",2010,41,5
"iq",2010,42,7
"iq",2010,43,10
"iq",2010,44,12
"iq",2010,45,8
"iq",2010,46,8
"iq",2010,47,10
"iq",2010,48,10
"iq",2010,49,11
"iq",2010,50,9
"iq",2010,51,6
"iq",2011,52,8
"iq",2011,1,7
"iq",2011,2,8
"iq",2011,3,8
"iq",2011,4,6
"iq",2011,5,7
"iq",2011,6,8
"iq",2011,7,9
"iq",2011,8,9
"iq",2011,9,9
"iq",2011,10,9
"iq",2011,11,8
"iq",2011,12,9
"iq",2011,13,10
"iq",2011,14,9
"iq",2011,15,8
"iq",2011,16,8
"iq",2011,17,10
"iq",2011,18,10
"iq",2011,19,5
"iq",2011,20,8
"iq",2011,21,8
"iq",2011,22,7
"iq",2011,23,5
"iq",2011,24,6
"iq",2011,25,3
"iq",2011,26,5
"iq",2011,27,5
"iq",2011,28,2
"iq",2011,29,4
"iq",2011,30,5
"iq",2011,31,4
"iq",2011,32,4
"iq",2011,33,5
"iq",2011,34,2
"iq",2011,35,2
"iq",2011,36,5
"iq",2011,37,6
"iq",2011,38,6
"iq",2011,39,9
"iq",2011,40,7
"iq",2011,41,9
"iq",2011,42,12
"iq",2011,43,9
"iq",2011,44,8
"iq",2011,45,9
"iq",2011,46,9
"iq",2011,47,9
"iq",2011,48,10
"iq",2011,49,10
"iq",2011,50,9
"iq",2011,51,10
"iq",2012,52,11
"iq",2012,1,9
"iq",2012,2,9
"iq",2012,3,7
"iq",2012,4,7
"iq",2012,5,9
"iq",2012,6,10
"iq",2012,7,8
"iq",2012,8,8
"iq",2012,9,6
"iq",2012,10,8
"iq",2012,11,7
"iq",2012,12,6
"iq",2012,13,9
"iq",2012,14,8
"iq",2012,15,11
"iq",2012,16,11
"iq",2012,17,9
"iq",2012,18,9
"iq",2012,19,4
"iq",2012,20,9
"iq",2012,21,6
"iq",2012,22,7
"iq",2012,23,6
"iq",2012,24,2
"iq",2012,25,5
"iq",2012,26,4
"iq",2012,27,4
"iq",2012,28,4
"iq",2012,29,5
"iq",2012,30,2
"iq",2012,31,4
"iq",2012,32,2
"iq",2012,33,4
"iq",2012,34,4
"iq",2012,35,5
"iq",2012,36,3
"iq",2012,37,5
"iq",2012,38,4
"iq",2012,39,5
"iq",2012,40,4
"iq",2012,41,10
"iq",2012,42,7
"iq",2012,43,11
"iq",2012,44,10
"iq",2012,45,9
"iq",2012,46,12
"iq",2012,47,12
"iq",2012,48,13
"iq",2012,49,10
"iq",2012,50,10
"iq",2012,51,12
"iq",2013,1,10
"iq",2013,2,6
"iq",2013,3,8
"iq",2013,4,10
"iq",2013,5,9
"iq",2013,6,11
"iq",2013,7,10
"iq",2013,8,10
"iq",2013,9,9
"iq",2013,10,10
"iq",2013,11,11
"iq",2013,12,13
"iq",2013,13,11
"iq",2013,14,9
"iq",2013,15,9
"iq",2013,16,11
"iq",2013,17,8
"iq",2013,18,2
"iq",2013,19,10
"iq",2013,20,8
"iq",2013,21,7
"iq",2013,22,7
"iq",2013,23,8
"iq",2013,24,6
"iq",2013,25,4
"iq",2013,26,6
