city,year,weekofyear,total_cases
iq,2011,16,9
iq,2011,17,11
iq,2011,18,10
iq,2011,19,9
iq,2011,20,10
iq,2011,21,10
iq,2011,22,12
iq,2011,23,9
iq,2011,24,8
iq,2011,25,8
iq,2011,26,11
iq,2011,27,10
iq,2011,28,5
iq,2011,29,8
iq,2011,30,9
iq,2011,31,6
iq,2011,32,5
iq,2011,33,7
iq,2011,34,8
iq,2011,35,9
iq,2011,36,9
iq,2011,37,11
iq,2011,38,10
iq,2011,39,9
iq,2011,40,11
iq,2011,41,8
iq,2011,42,23
iq,2011,43,13
iq,2011,44,12
iq,2011,45,14
iq,2011,46,12
iq,2011,47,7
iq,2011,48,9
iq,2011,49,7
iq,2011,50,9
iq,2011,51,14
iq,2012,52,9
iq,2012,1,6
iq,2012,2,11
iq,2012,3,9
iq,2012,4,9
iq,2012,5,10
iq,2012,6,13
iq,2012,7,8
iq,2012,8,8
iq,2012,9,10
iq,2012,10,7
iq,2012,11,6
iq,2012,12,6
iq,2012,13,7
iq,2012,14,10
iq,2012,15,9
iq,2012,16,8
iq,2012,17,10
iq,2012,18,8
iq,2012,19,7
iq,2012,20,10
iq,2012,21,8
iq,2012,22,9
iq,2012,23,8
iq,2012,24,11
iq,2012,25,8
iq,2012,26,5
iq,2012,27,7
iq,2012,28,7
iq,2012,29,7
iq,2012,30,9
iq,2012,31,7
iq,2012,32,6
iq,2012,33,7
iq,2012,34,7
iq,2012,35,14
iq,2012,36,8
iq,2012,37,11
iq,2012,38,13
iq,2012,39,39
iq,2012,40,13
iq,2012,41,34
iq,2012,42,32
iq,2012,43,12
iq,2012,44,17
iq,2012,45,12
iq,2012,46,8
iq,2012,47,11
iq,2012,48,7
iq,2012,49,8
iq,2012,50,12
iq,2012,51,10
iq,2013,1,9
iq,2013,2,11
iq,2013,3,8
iq,2013,4,10
iq,2013,5,10
iq,2013,6,13
iq,2013,7,10
iq,2013,8,9
iq,2013,9,10
iq,2013,10,9
iq,2013,11,5
iq,2013,12,6
iq,2013,13,11
iq,2013,14,6
iq,2013,15,8
iq,2013,16,7
iq,2013,17,7
iq,2013,18,7
iq,2013,19,8
iq,2013,20,9
iq,2013,21,10
iq,2013,22,9
iq,2013,23,6
iq,2013,24,6
iq,2013,25,9
iq,2013,26,7
