"city","year","weekofyear","total_cases"
"sj",2010,8,15
"sj",2010,9,22
"sj",2010,10,12
"sj",2010,11,22
"sj",2010,12,6
"sj",2010,13,7
"sj",2010,14,3
"sj",2010,15,7
"sj",2010,16,5
"sj",2010,17,10
"sj",2010,18,1
"sj",2010,19,23
"sj",2010,20,5
"sj",2010,21,29
"sj",2010,22,35
"sj",2010,23,12
"sj",2010,24,6
"sj",2010,25,82
"sj",2010,26,26
"sj",2010,27,66
"sj",2010,28,19
"sj",2010,29,6
"sj",2010,30,11
"sj",2010,31,41
"sj",2010,32,14
"sj",2010,33,15
"sj",2010,34,127
"sj",2010,35,10
"sj",2010,36,16
"sj",2010,37,30
"sj",2010,38,36
"sj",2010,39,47
"sj",2010,40,12
"sj",2010,41,10
"sj",2010,42,28
"sj",2010,43,8
"sj",2010,44,12
"sj",2010,45,15
"sj",2010,46,10
"sj",2010,47,35
"sj",2010,48,4
"sj",2010,49,7
"sj",2010,50,16
"sj",2010,51,11
"sj",2011,52,10
"sj",2011,1,5
"sj",2011,2,15
"sj",2011,3,7
"sj",2011,4,5
"sj",2011,5,5
"sj",2011,6,45
"sj",2011,7,25
"sj",2011,8,4
"sj",2011,9,14
"sj",2011,10,16
"sj",2011,11,45
"sj",2011,12,9
"sj",2011,13,14
"sj",2011,14,22
"sj",2011,15,14
"sj",2011,16,2
"sj",2011,17,12
"sj",2011,18,12
"sj",2011,19,14
"sj",2011,20,19
"sj",2011,21,21
"sj",2011,22,19
"sj",2011,23,19
"sj",2011,24,21
"sj",2011,25,26
"sj",2011,26,26
"sj",2011,27,19
"sj",2011,28,24
"sj",2011,29,20
"sj",2011,30,28
"sj",2011,31,31
"sj",2011,32,43
"sj",2011,33,27
"sj",2011,34,29
"sj",2011,35,47
"sj",2011,36,19
"sj",2011,37,24
"sj",2011,38,15
"sj",2011,39,17
"sj",2011,40,28
"sj",2011,41,21
"sj",2011,42,14
"sj",2011,43,26
"sj",2011,44,22
"sj",2011,45,18
"sj",2011,46,18
"sj",2011,47,16
"sj",2011,48,8
"sj",2011,49,11
"sj",2011,50,12
"sj",2011,51,9
"sj",2012,52,13
"sj",2012,1,6
"sj",2012,2,12
"sj",2012,3,12
"sj",2012,4,11
"sj",2012,5,10
"sj",2012,6,9
"sj",2012,7,8
"sj",2012,8,9
"sj",2012,9,9
"sj",2012,10,10
"sj",2012,11,7
"sj",2012,12,7
"sj",2012,13,8
"sj",2012,14,8
"sj",2012,15,12
"sj",2012,16,12
"sj",2012,17,12
"sj",2012,18,11
"sj",2012,19,14
"sj",2012,20,13
"sj",2012,21,18
"sj",2012,22,19
"sj",2012,23,20
"sj",2012,24,28
"sj",2012,25,26
"sj",2012,26,28
"sj",2012,27,25
"sj",2012,28,35
"sj",2012,29,26
"sj",2012,30,25
"sj",2012,31,29
"sj",2012,32,33
"sj",2012,33,34
"sj",2012,34,38
"sj",2012,35,33
"sj",2012,36,21
"sj",2012,37,37
"sj",2012,38,24
"sj",2012,39,42
"sj",2012,40,59
"sj",2012,41,39
"sj",2012,42,32
"sj",2012,43,29
"sj",2012,44,35
"sj",2012,45,19
"sj",2012,46,26
"sj",2012,47,20
"sj",2012,48,21
"sj",2012,49,19
"sj",2012,50,19
"sj",2012,51,16
"sj",2013,1,16
"sj",2013,2,16
"sj",2013,3,10
"sj",2013,4,13
"sj",2013,5,13
"sj",2013,6,9
"sj",2013,7,14
"sj",2013,8,15
"sj",2013,9,13
"sj",2013,10,20
"sj",2013,11,10
"sj",2013,12,11
"sj",2013,13,15
"sj",2013,14,14
"sj",2013,15,13
"sj",2013,16,10
"sj",2013,17,16
"iq",2010,26,19
"iq",2010,27,22
"iq",2010,28,19
"iq",2010,29,22
"iq",2010,30,32
"iq",2010,31,30
"iq",2010,32,35
"iq",2010,33,27
"iq",2010,34,22
"iq",2010,35,22
"iq",2010,36,31
"iq",2010,37,37
"iq",2010,38,25
"iq",2010,39,23
"iq",2010,40,33
"iq",2010,41,45
"iq",2010,42,31
"iq",2010,43,28
"iq",2010,44,35
"iq",2010,45,51
"iq",2010,46,28
"iq",2010,47,38
"iq",2010,48,30
"iq",2010,49,35
"iq",2010,50,37
"iq",2010,51,27
"iq",2011,52,22
"iq",2011,1,15
"iq",2011,2,20
"iq",2011,3,10
"iq",2011,4,9
"iq",2011,5,10
"iq",2011,6,16
"iq",2011,7,14
"iq",2011,8,11
"iq",2011,9,11
"iq",2011,10,7
"iq",2011,11,12
"iq",2011,12,9
"iq",2011,13,7
"iq",2011,14,7
"iq",2011,15,8
"iq",2011,16,9
"iq",2011,17,7
"iq",2011,18,8
"iq",2011,19,5
"iq",2011,20,6
"iq",2011,21,5
"iq",2011,22,8
"iq",2011,23,13
"iq",2011,24,10
"iq",2011,25,9
"iq",2011,26,14
"iq",2011,27,13
"iq",2011,28,11
"iq",2011,29,7
"iq",2011,30,9
"iq",2011,31,20
"iq",2011,32,15
"iq",2011,33,27
"iq",2011,34,24
"iq",2011,35,23
"iq",2011,36,24
"iq",2011,37,18
"iq",2011,38,25
"iq",2011,39,31
"iq",2011,40,25
"iq",2011,41,21
"iq",2011,42,22
"iq",2011,43,32
"iq",2011,44,25
"iq",2011,45,30
"iq",2011,46,41
"iq",2011,47,21
"iq",2011,48,18
"iq",2011,49,24
"iq",2011,50,26
"iq",2011,51,26
"iq",2012,52,21
"iq",2012,1,22
"iq",2012,2,18
"iq",2012,3,13
"iq",2012,4,16
"iq",2012,5,13
"iq",2012,6,11
"iq",2012,7,10
"iq",2012,8,12
"iq",2012,9,11
"iq",2012,10,11
"iq",2012,11,6
"iq",2012,12,10
"iq",2012,13,9
"iq",2012,14,7
"iq",2012,15,6
"iq",2012,16,12
"iq",2012,17,4
"iq",2012,18,9
"iq",2012,19,8
"iq",2012,20,7
"iq",2012,21,10
"iq",2012,22,9
"iq",2012,23,10
"iq",2012,24,16
"iq",2012,25,12
"iq",2012,26,11
"iq",2012,27,19
"iq",2012,28,13
"iq",2012,29,17
"iq",2012,30,19
"iq",2012,31,16
"iq",2012,32,24
"iq",2012,33,26
"iq",2012,34,31
"iq",2012,35,34
"iq",2012,36,25
"iq",2012,37,21
"iq",2012,38,34
"iq",2012,39,29
"iq",2012,40,29
"iq",2012,41,26
"iq",2012,42,36
"iq",2012,43,37
"iq",2012,44,34
"iq",2012,45,22
"iq",2012,46,35
"iq",2012,47,48
"iq",2012,48,36
"iq",2012,49,24
"iq",2012,50,28
"iq",2012,51,27
"iq",2013,1,30
"iq",2013,2,31
"iq",2013,3,28
"iq",2013,4,22
"iq",2013,5,30
"iq",2013,6,16
"iq",2013,7,12
"iq",2013,8,13
"iq",2013,9,12
"iq",2013,10,9
"iq",2013,11,11
"iq",2013,12,7
"iq",2013,13,8
"iq",2013,14,11
"iq",2013,15,6
"iq",2013,16,8
"iq",2013,17,9
"iq",2013,18,10
"iq",2013,19,11
"iq",2013,20,8
"iq",2013,21,9
"iq",2013,22,12
"iq",2013,23,10
"iq",2013,24,13
"iq",2013,25,15
"iq",2013,26,10
